"","date","time_rel_sunrise","ID","UST","does_it_match","Lat","Lon"
"299","20220514",-1795.506429719,"DgTbO","153",0,17.980471,-67.164934
"300","20220514",-1788.439729093,"DgTbO","33",0,17.980471,-67.164934
"301","20220514",-1782.949977002,"DgTbO","7",0,17.980471,-67.164934
"302","20220514",-1776.91815143,"DgTbO","1",0,17.980471,-67.164934
"303","20220514",-1771.190238545,"DgTbO","20",0,17.980471,-67.164934
"304","20220514",-1763.868907728,"DgTbO","8",1,17.980471,-67.164934
"305","20220514",-1757.028894147,"DgTbO","33",0,17.980471,-67.164934
"306","20220514",-1751.420870916,"DgTbO","8",1,17.980471,-67.164934
"307","20220514",-1742.668806541,"DgTbO","12",0,17.980471,-67.164934
"308","20220514",-1736.065334547,"DgTbO","11",0,17.980471,-67.164934
"309","20220514",-1729.67869367,"DgTbO","32",0,17.980471,-67.164934
"310","20220514",-1722.661278118,"DgTbO","8",1,17.980471,-67.164934
"311","20220514",-1713.702239248,"DgTbO","33",0,17.980471,-67.164934
"312","20220514",-1706.941073093,"DgTbO","12",1,17.980471,-67.164934
"313","20220514",-1701.362617648,"DgTbO","7",0,17.980471,-67.164934
"314","20220514",-1696.188255264,"DgTbO","33",0,17.980471,-67.164934
"315","20220514",-1690.333833825,"DgTbO","153",0,17.980471,-67.164934
"316","20220514",-1684.193574164,"DgTbO","33",0,17.980471,-67.164934
"317","20220514",-1678.891085405,"DgTbO","1",0,17.980471,-67.164934
"318","20220514",-1671.351300218,"DgTbO","20",0,17.980471,-67.164934
"319","20220514",-1666.226217476,"DgTbO","7",0,17.980471,-67.164934
"320","20220514",-1660.204245255,"DgTbO","32",0,17.980471,-67.164934
"321","20220514",-1653.768324735,"DgTbO","20",0,17.980471,-67.164934
"322","20220514",-1647.499954305,"DgTbO","33",0,17.980471,-67.164934
"323","20220514",-1642.473430847,"DgTbO","153",0,17.980471,-67.164934
"324","20220514",-1636.42189084,"DgTbO","1",0,17.980471,-67.164934
"325","20220514",-1631.257384385,"DgTbO","8",1,17.980471,-67.164934
"326","20220514",-1624.249820022,"DgTbO","11",0,17.980471,-67.164934
"327","20220514",-1618.553093436,"DgTbO","33",0,17.980471,-67.164934
"328","20220514",-1608.756300656,"DgTbO","33",0,17.980471,-67.164934
"329","20220514",-1601.374211016,"DgTbO","7",0,17.980471,-67.164934
"330","20220514",-1596.061865635,"DgTbO","20",0,17.980471,-67.164934
"331","20220514",-1590.217300124,"DgTbO","7",0,17.980471,-67.164934
"332","20220514",-1585.240056308,"DgTbO","1",0,17.980471,-67.164934
"333","20220514",-1576.261306274,"DgTbO","153",0,17.980471,-67.164934
"334","20220514",-1569.983072154,"DgTbO","33",0,17.980471,-67.164934
"335","20220514",-1564.631303061,"DgTbO","8",1,17.980471,-67.164934
